,filename,p0,J,v0,f,dt,a,k,L,Dr
198,p03.50_J-0.12_v03.16e+00.npy,3.5,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
199,p03.50_J-0.16_v03.16e+00.npy,3.5,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
200,p03.60_J-0.00_v03.16e+00.npy,3.6,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
201,p03.60_J-0.04_v03.16e+00.npy,3.6,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
202,p03.60_J-0.08_v03.16e+00.npy,3.6,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
203,p03.60_J-0.12_v03.16e+00.npy,3.6,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
204,p03.60_J-0.16_v03.16e+00.npy,3.6,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
205,p03.70_J-0.00_v03.16e+00.npy,3.7,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
206,p03.70_J-0.04_v03.16e+00.npy,3.7,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
207,p03.70_J-0.08_v03.16e+00.npy,3.7,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
208,p03.70_J-0.12_v03.16e+00.npy,3.7,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
209,p03.70_J-0.16_v03.16e+00.npy,3.7,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
210,p03.80_J-0.00_v03.16e+00.npy,3.8,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
211,p03.80_J-0.04_v03.16e+00.npy,3.8,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
212,p03.80_J-0.08_v03.16e+00.npy,3.8,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
213,p03.80_J-0.12_v03.16e+00.npy,3.8,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
214,p03.80_J-0.16_v03.16e+00.npy,3.8,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
215,p03.90_J-0.00_v03.16e+00.npy,3.9,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
216,p03.90_J-0.04_v03.16e+00.npy,3.9,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
217,p03.90_J-0.08_v03.16e+00.npy,3.9,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
218,p03.90_J-0.12_v03.16e+00.npy,3.9,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
219,p03.90_J-0.16_v03.16e+00.npy,3.9,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
220,p04.00_J-0.00_v03.16e+00.npy,4.0,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01
221,p04.00_J-0.04_v03.16e+00.npy,4.0,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01
222,p04.00_J-0.08_v03.16e+00.npy,4.0,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01
223,p04.00_J-0.12_v03.16e+00.npy,4.0,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01
224,p04.00_J-0.16_v03.16e+00.npy,4.0,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01
