.,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP
.,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d
Distance (um),unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized
2049.50,33.36,0.32,59.25,0.51,76.07,0.60,94.61,0.70,109.80,0.82,5.65,0.35,12.11,0.42,14.89,0.44,11.88,0.19,11.21,0.20
2053.30,31.90,0.31,60.47,0.52,75.30,0.59,97.15,0.72,115.67,0.87,5.84,0.37,11.85,0.41,15.34,0.46,11.45,0.18,12.14,0.22
2057.10,27.05,0.26,61.67,0.53,78.65,0.62,99.07,0.73,114.51,0.86,6.34,0.42,12.65,0.45,15.15,0.45,12.09,0.20,11.40,0.20
2060.80,24.42,0.24,63.31,0.54,79.05,0.62,101.59,0.76,111.95,0.84,7.08,0.49,14.06,0.51,15.79,0.48,13.69,0.24,11.83,0.21
2064.60,23.01,0.22,63.79,0.55,75.94,0.60,105.66,0.79,109.17,0.82,7.25,0.50,14.76,0.54,15.80,0.48,14.16,0.25,11.61,0.21
2068.40,22.24,0.21,64.84,0.56,77.58,0.61,106.58,0.80,104.57,0.78,7.02,0.48,15.53,0.58,16.58,0.51,14.09,0.25,9.52,0.16
2072.20,22.69,0.22,63.63,0.55,78.77,0.62,104.32,0.78,105.16,0.79,6.63,0.44,16.03,0.60,16.29,0.50,13.46,0.23,8.72,0.14
2075.90,24.94,0.24,62.15,0.53,78.82,0.62,107.01,0.80,105.09,0.78,6.26,0.41,16.77,0.63,15.71,0.48,12.81,0.22,7.93,0.12
2079.70,28.72,0.28,62.20,0.53,77.10,0.61,106.37,0.80,98.90,0.73,5.94,0.38,17.12,0.65,15.04,0.45,12.30,0.20,8.63,0.14
2083.50,28.21,0.27,61.29,0.53,79.68,0.63,101.78,0.76,89.46,0.65,5.61,0.35,16.82,0.64,13.72,0.40,12.30,0.20,8.66,0.14
2087.20,27.24,0.26,62.33,0.53,78.21,0.62,102.50,0.76,84.23,0.61,6.00,0.38,17.44,0.66,13.37,0.38,12.86,0.22,8.28,0.13
2091.00,26.44,0.26,63.10,0.54,80.27,0.63,101.15,0.75,86.98,0.63,6.74,0.45,16.65,0.63,13.06,0.37,13.03,0.22,8.22,0.13
2094.80,24.50,0.24,64.57,0.55,84.63,0.67,94.94,0.70,91.42,0.67,6.88,0.47,15.71,0.59,12.76,0.36,12.38,0.20,8.66,0.14
2098.60,23.33,0.23,66.87,0.57,83.86,0.66,94.20,0.69,99.57,0.74,6.84,0.46,15.36,0.57,11.80,0.32,12.44,0.21,9.55,0.16
2102.30,23.07,0.22,69.25,0.59,80.12,0.63,94.57,0.70,106.30,0.80,6.64,0.44,16.15,0.61,10.84,0.28,12.39,0.21,9.62,0.16
2106.10,21.10,0.20,71.15,0.61,78.44,0.62,100.93,0.75,108.73,0.82,6.51,0.43,16.07,0.60,11.25,0.30,11.58,0.18,9.94,0.17
2109.90,21.28,0.21,74.16,0.64,78.47,0.62,102.00,0.76,103.59,0.77,5.85,0.37,15.15,0.56,11.25,0.30,11.92,0.19,9.03,0.15
2113.70,20.25,0.20,76.47,0.66,81.98,0.65,99.27,0.74,101.48,0.75,5.58,0.34,14.55,0.53,12.06,0.33,12.49,0.21,7.92,0.12
2117.40,20.74,0.20,78.91,0.68,84.22,0.67,96.99,0.72,100.89,0.75,5.09,0.30,14.09,0.51,13.19,0.38,11.67,0.19,7.10,0.10
2121.20,22.33,0.22,85.99,0.74,80.68,0.64,98.38,0.73,105.04,0.78,5.01,0.29,13.78,0.50,13.00,0.37,11.19,0.17,6.78,0.09
2125.00,25.76,0.25,82.51,0.71,78.29,0.62,99.07,0.73,103.90,0.77,4.90,0.28,14.77,0.54,12.27,0.34,12.05,0.20,6.64,0.09
2128.80,28.71,0.28,78.79,0.68,80.66,0.64,102.82,0.77,106.12,0.79,4.82,0.27,16.59,0.63,13.10,0.37,10.99,0.17,7.15,0.10
2132.50,30.96,0.30,76.29,0.66,81.51,0.64,103.45,0.77,108.65,0.81,4.81,0.27,17.34,0.66,14.63,0.43,10.75,0.16,8.50,0.13
2136.30,31.31,0.30,73.95,0.64,78.10,0.62,104.01,0.78,107.71,0.81,4.76,0.26,17.74,0.68,14.41,0.43,11.21,0.18,10.14,0.17
2140.10,34.94,0.34,70.84,0.61,76.69,0.60,103.20,0.77,111.20,0.84,4.73,0.26,16.85,0.64,13.58,0.39,11.37,0.18,11.35,0.20
2143.90,34.91,0.34,71.06,0.61,75.46,0.59,104.87,0.78,111.69,0.84,4.65,0.25,17.14,0.65,14.21,0.42,11.69,0.19,11.08,0.20
2147.60,34.10,0.33,72.45,0.62,76.42,0.60,104.59,0.78,109.72,0.82,4.49,0.24,17.79,0.68,15.45,0.47,12.16,0.20,10.55,0.18
2151.40,33.68,0.33,71.05,0.61,72.56,0.57,99.28,0.74,110.42,0.83,4.48,0.24,18.00,0.69,15.31,0.46,12.55,0.21,10.89,0.19
2155.20,31.68,0.31,66.83,0.57,69.19,0.54,97.80,0.72,115.42,0.87,4.39,0.23,17.60,0.67,15.55,0.47,11.42,0.18,11.80,0.21
2159.00,30.10,0.29,67.15,0.58,65.28,0.51,96.39,0.71,113.45,0.85,4.74,0.26,16.04,0.60,15.51,0.47,11.93,0.19,11.68,0.21
2162.70,27.72,0.27,65.39,0.56,58.33,0.45,96.94,0.72,107.41,0.80,4.95,0.28,14.78,0.54,14.42,0.43,13.04,0.22,10.33,0.18
2166.50,24.51,0.24,62.94,0.54,59.27,0.46,98.71,0.73,108.65,0.81,4.86,0.27,14.59,0.53,13.50,0.39,13.04,0.22,9.77,0.16
2170.30,22.68,0.22,62.76,0.54,62.86,0.49,100.60,0.75,109.44,0.82,5.00,0.29,14.43,0.53,13.39,0.39,11.54,0.18,9.49,0.16
2174.10,21.38,0.21,66.54,0.57,67.19,0.52,104.96,0.78,109.08,0.82,4.90,0.28,13.77,0.50,13.36,0.38,10.09,0.15,9.40,0.15
2177.80,21.49,0.21,66.36,0.57,71.32,0.56,105.80,0.79,106.27,0.79,4.99,0.29,13.65,0.49,13.50,0.39,10.71,0.16,8.63,0.14
2181.60,21.20,0.20,64.88,0.56,71.16,0.56,103.10,0.77,105.58,0.79,4.95,0.28,14.19,0.52,13.15,0.38,11.23,0.18,7.38,0.10
2185.40,21.74,0.21,63.90,0.55,73.58,0.58,106.73,0.80,106.06,0.79,4.82,0.27,14.25,0.52,13.55,0.39,10.99,0.17,6.78,0.09
2189.20,23.43,0.23,60.70,0.52,77.12,0.61,98.11,0.73,106.41,0.80,4.85,0.27,14.25,0.52,13.93,0.41,10.86,0.17,7.16,0.10
2192.90,26.49,0.26,64.12,0.55,78.41,0.62,91.16,0.67,107.94,0.81,4.80,0.27,13.88,0.50,13.38,0.38,12.33,0.20,7.21,0.10
2196.70,30.68,0.30,66.83,0.57,79.11,0.62,94.05,0.69,105.57,0.79,4.76,0.26,13.50,0.49,13.49,0.39,13.34,0.23,7.48,0.11
2200.50,31.40,0.30,64.91,0.56,76.50,0.60,95.15,0.70,104.59,0.78,4.62,0.25,13.09,0.47,14.04,0.41,13.54,0.23,7.63,0.11
2204.30,30.79,0.30,65.20,0.56,75.06,0.59,102.42,0.76,107.88,0.81,4.79,0.27,13.47,0.48,14.51,0.43,13.94,0.24,8.37,0.13
2208.00,28.51,0.28,61.37,0.53,71.38,0.56,105.26,0.79,108.38,0.81,4.85,0.27,13.74,0.50,15.33,0.46,14.88,0.27,8.99,0.14
2211.80,25.73,0.25,57.80,0.49,66.92,0.52,104.10,0.78,109.20,0.82,4.85,0.27,13.62,0.49,16.65,0.51,14.69,0.26,9.66,0.16
2215.60,24.94,0.24,58.31,0.50,66.47,0.52,101.41,0.75,111.01,0.83,4.85,0.27,14.10,0.51,17.40,0.54,13.29,0.23,9.38,0.15
2219.40,23.24,0.22,57.46,0.49,62.01,0.48,100.61,0.75,106.15,0.79,4.76,0.26,15.19,0.56,19.27,0.62,13.12,0.22,9.67,0.16
2223.10,23.63,0.23,54.50,0.47,60.27,0.47,96.70,0.72,102.06,0.76,4.83,0.27,14.95,0.55,20.66,0.67,14.05,0.25,10.25,0.18
2226.90,25.44,0.25,54.49,0.47,62.71,0.49,96.30,0.71,97.76,0.72,4.89,0.28,14.88,0.55,20.49,0.67,13.83,0.24,9.94,0.17
2230.70,27.90,0.27,54.86,0.47,64.87,0.50,96.44,0.71,96.43,0.71,5.04,0.29,15.13,0.56,19.68,0.63,13.41,0.23,9.67,0.16
2234.50,28.28,0.27,54.32,0.46,64.71,0.50,95.06,0.70,101.48,0.75,5.17,0.30,15.41,0.57,18.82,0.60,14.08,0.25,9.42,0.15
2238.20,26.88,0.26,53.67,0.46,65.10,0.51,96.81,0.72,103.16,0.77,5.23,0.31,16.27,0.61,19.82,0.64,14.71,0.26,9.92,0.17
2242.00,23.57,0.23,58.00,0.50,67.32,0.52,103.19,0.77,102.36,0.76,5.40,0.33,16.26,0.61,19.20,0.61,16.22,0.30,9.96,0.17
2245.80,18.46,0.18,56.57,0.48,67.14,0.52,105.44,0.79,103.02,0.77,5.91,0.37,15.94,0.60,18.63,0.59,15.87,0.29,10.40,0.18
2249.50,15.62,0.15,53.14,0.45,66.07,0.51,105.08,0.78,104.52,0.78,6.09,0.39,15.90,0.59,18.27,0.58,14.01,0.25,11.13,0.20
2253.30,14.32,0.14,53.09,0.45,69.45,0.54,105.34,0.79,103.72,0.77,5.80,0.36,16.80,0.63,17.88,0.56,15.23,0.28,9.91,0.17
2257.10,16.11,0.16,54.91,0.47,68.79,0.54,100.64,0.75,102.47,0.76,5.99,0.38,17.45,0.66,17.80,0.56,15.35,0.28,9.67,0.16
2260.90,18.39,0.18,57.91,0.50,69.26,0.54,102.69,0.76,104.20,0.78,6.33,0.41,17.60,0.67,17.83,0.56,15.18,0.28,9.13,0.15
2264.60,19.18,0.19,57.91,0.50,66.37,0.52,105.05,0.78,107.42,0.80,7.14,0.49,17.80,0.68,18.12,0.57,14.67,0.26,9.66,0.16
2268.40,21.40,0.21,56.83,0.49,63.41,0.49,107.68,0.81,111.20,0.84,8.02,0.58,18.86,0.73,19.14,0.61,14.25,0.25,10.46,0.18
2272.20,22.85,0.22,60.08,0.51,63.85,0.50,106.71,0.80,106.58,0.80,7.66,0.54,19.63,0.76,20.13,0.65,14.38,0.26,10.54,0.18
2276.00,22.68,0.22,59.69,0.51,62.73,0.49,99.66,0.74,101.07,0.75,7.19,0.50,19.29,0.75,20.82,0.68,15.12,0.27,11.07,0.20
2279.70,21.83,0.21,58.43,0.50,62.95,0.49,95.72,0.71,100.20,0.74,7.12,0.49,19.25,0.75,20.48,0.67,15.99,0.30,12.29,0.23
2283.50,23.07,0.22,58.95,0.50,67.31,0.52,93.01,0.68,99.79,0.74,7.41,0.52,20.60,0.81,19.40,0.62,16.92,0.32,13.77,0.26
2287.30,26.63,0.26,58.94,0.50,67.29,0.52,90.60,0.66,104.33,0.78,7.63,0.54,21.70,0.86,18.90,0.60,16.85,0.32,15.03,0.29
2291.10,28.78,0.28,56.17,0.48,68.62,0.54,92.08,0.68,104.19,0.78,8.24,0.60,20.52,0.80,18.81,0.60,17.11,0.33,14.90,0.29
2294.80,30.25,0.29,55.22,0.47,68.92,0.54,95.03,0.70,103.50,0.77,8.54,0.63,17.88,0.68,19.84,0.64,16.81,0.32,14.84,0.29
2298.60,29.73,0.29,53.09,0.45,71.61,0.56,98.49,0.73,99.89,0.74,9.04,0.68,17.01,0.64,21.23,0.69,18.45,0.36,14.63,0.28
2302.40,29.12,0.28,51.93,0.44,71.36,0.56,101.88,0.76,102.47,0.76,9.13,0.68,17.15,0.65,21.94,0.72,20.59,0.41,15.19,0.30
2306.20,29.23,0.28,50.74,0.43,74.11,0.58,100.05,0.74,101.64,0.76,7.86,0.56,18.63,0.72,22.79,0.76,21.05,0.43,16.08,0.32
2309.90,30.75,0.30,49.81,0.42,75.20,0.59,97.38,0.72,99.89,0.74,7.10,0.49,18.78,0.72,21.69,0.71,20.72,0.42,16.58,0.33
2313.70,32.15,0.31,50.12,0.43,74.51,0.58,92.27,0.68,100.97,0.75,6.85,0.46,18.96,0.73,20.01,0.65,19.18,0.38,16.08,0.32
2317.50,33.55,0.32,51.42,0.44,74.85,0.59,90.34,0.66,102.31,0.76,6.78,0.46,21.51,0.85,19.09,0.61,19.02,0.37,15.08,0.29
2321.30,33.40,0.32,52.41,0.45,75.92,0.60,89.87,0.66,99.97,0.74,6.40,0.42,21.55,0.85,19.77,0.64,19.75,0.39,13.02,0.24
2325.00,31.18,0.30,56.96,0.49,76.15,0.60,90.08,0.66,96.40,0.71,6.13,0.40,21.03,0.83,20.07,0.65,20.38,0.41,12.02,0.22
2328.80,30.40,0.29,60.14,0.51,73.48,0.58,89.56,0.66,94.86,0.70,6.42,0.42,20.72,0.81,19.51,0.63,20.00,0.40,11.49,0.21
2332.60,29.97,0.29,60.55,0.52,70.22,0.55,88.29,0.65,94.08,0.69,6.48,0.43,21.19,0.83,19.98,0.65,18.98,0.37,10.14,0.17
2336.40,28.99,0.28,59.80,0.51,68.54,0.53,90.82,0.67,90.74,0.66,6.46,0.43,21.28,0.84,21.38,0.70,18.87,0.37,9.01,0.14
2340.10,26.69,0.26,62.98,0.54,67.99,0.53,91.93,0.68,87.19,0.64,5.82,0.37,20.14,0.79,21.46,0.70,19.13,0.38,8.71,0.14
2343.90,23.68,0.23,60.76,0.52,69.76,0.55,92.99,0.68,87.99,0.64,5.26,0.31,18.31,0.70,21.67,0.71,18.79,0.37,9.50,0.16
2347.70,21.33,0.21,60.30,0.52,70.65,0.55,89.25,0.65,92.95,0.68,5.19,0.31,17.86,0.68,20.89,0.68,17.99,0.35,9.35,0.15
2351.50,20.24,0.20,57.89,0.50,70.29,0.55,88.69,0.65,92.01,0.68,5.17,0.30,17.20,0.65,19.11,0.61,17.76,0.34,9.37,0.15
2355.20,18.61,0.18,59.90,0.51,68.27,0.53,89.40,0.65,93.59,0.69,5.07,0.29,17.25,0.66,19.04,0.61,17.41,0.33,10.45,0.18
2359.00,15.18,0.15,62.62,0.54,66.72,0.52,92.94,0.68,93.16,0.69,5.67,0.35,19.20,0.74,18.86,0.60,17.86,0.34,11.11,0.20
2362.80,13.55,0.13,59.95,0.51,64.88,0.50,96.50,0.71,96.64,0.71,6.17,0.40,20.42,0.80,18.77,0.60,17.42,0.33,12.03,0.22
2366.60,12.27,0.12,55.58,0.47,61.18,0.47,92.78,0.68,99.55,0.74,6.09,0.39,20.12,0.78,17.61,0.55,17.21,0.33,13.07,0.25
2370.30,11.18,0.11,53.12,0.45,61.25,0.47,92.23,0.68,102.40,0.76,5.97,0.38,19.51,0.76,19.05,0.61,17.52,0.34,12.84,0.24
2374.10,10.92,0.11,56.06,0.48,59.88,0.46,97.09,0.72,101.42,0.75,5.83,0.37,20.38,0.80,21.03,0.69,17.52,0.34,12.82,0.24
2377.90,11.99,0.12,57.27,0.49,59.59,0.46,99.02,0.73,104.96,0.78,5.76,0.36,20.50,0.80,21.80,0.72,16.70,0.31,13.61,0.26
2381.70,12.53,0.12,57.45,0.49,59.84,0.46,98.90,0.73,99.07,0.73,5.80,0.36,19.09,0.74,20.95,0.68,15.42,0.28,14.30,0.28
2385.40,12.51,0.12,55.46,0.47,61.19,0.47,96.72,0.72,95.90,0.71,6.20,0.40,17.61,0.67,20.04,0.65,16.13,0.30,15.59,0.31
2389.20,13.39,0.13,53.39,0.46,65.35,0.51,96.52,0.71,93.29,0.69,6.23,0.40,16.41,0.62,19.81,0.64,17.20,0.33,16.52,0.33
2393.00,17.01,0.16,54.60,0.47,67.50,0.53,96.50,0.71,93.77,0.69,6.33,0.41,15.80,0.59,19.25,0.62,19.56,0.39,15.66,0.31
2396.80,20.01,0.19,53.09,0.45,68.70,0.54,94.70,0.70,89.76,0.66,5.97,0.38,14.99,0.55,18.56,0.59,20.40,0.41,14.93,0.29
2400.50,20.37,0.20,52.32,0.45,68.55,0.53,92.33,0.68,89.63,0.66,5.50,0.33,14.92,0.55,19.68,0.63,19.05,0.37,14.45,0.28
2404.30,18.67,0.18,49.84,0.42,66.72,0.52,89.53,0.66,94.64,0.70,5.11,0.30,14.90,0.55,19.10,0.61,18.85,0.37,13.84,0.26
2408.10,17.58,0.17,46.88,0.40,67.56,0.53,90.04,0.66,97.57,0.72,5.15,0.30,16.08,0.60,19.42,0.62,18.74,0.37,13.61,0.26
2411.80,16.86,0.16,47.98,0.41,65.05,0.51,89.49,0.66,102.36,0.76,5.25,0.31,16.81,0.64,19.04,0.61,19.69,0.39,13.10,0.25
2415.60,16.15,0.16,48.55,0.41,65.12,0.51,86.98,0.63,101.95,0.76,5.16,0.30,16.50,0.62,19.95,0.64,19.54,0.39,12.21,0.22
2419.40,15.65,0.15,52.34,0.45,63.88,0.50,92.44,0.68,100.17,0.74,5.18,0.30,16.33,0.61,20.09,0.65,19.59,0.39,11.39,0.20
2423.20,16.32,0.16,54.47,0.47,65.11,0.51,93.16,0.69,101.06,0.75,5.45,0.33,16.55,0.62,19.22,0.62,18.92,0.37,12.09,0.22
2426.90,18.12,0.17,53.55,0.46,61.72,0.48,93.60,0.69,97.89,0.72,5.27,0.31,16.97,0.64,18.00,0.57,19.07,0.37,12.59,0.23
2430.70,18.17,0.18,52.31,0.45,64.47,0.50,96.78,0.72,96.68,0.71,5.13,0.30,16.33,0.61,18.38,0.58,19.84,0.39,14.14,0.27
2434.50,20.00,0.19,50.43,0.43,69.50,0.54,91.99,0.68,98.88,0.73,5.00,0.29,15.03,0.56,19.48,0.63,18.09,0.35,14.95,0.29
2438.30,22.25,0.21,48.45,0.41,67.12,0.52,89.46,0.66,103.55,0.77,4.96,0.28,14.31,0.52,20.40,0.66,16.87,0.32,15.31,0.30
2442.00,22.72,0.22,47.19,0.40,67.80,0.53,87.24,0.64,100.31,0.74,4.79,0.27,14.31,0.52,21.06,0.69,16.81,0.32,15.44,0.30
2445.80,22.90,0.22,48.05,0.41,68.73,0.54,85.85,0.63,101.14,0.75,4.94,0.28,14.20,0.52,21.08,0.69,18.08,0.35,16.04,0.32
2449.60,21.30,0.21,48.11,0.41,67.32,0.52,86.43,0.63,102.08,0.76,5.16,0.30,13.86,0.50,21.60,0.71,20.54,0.41,15.41,0.30
2453.40,19.42,0.19,45.53,0.39,65.46,0.51,91.24,0.67,106.40,0.80,5.08,0.29,13.76,0.50,20.51,0.67,22.33,0.46,15.57,0.31
2457.10,18.09,0.17,46.66,0.40,62.47,0.48,94.71,0.70,101.29,0.75,5.17,0.30,13.93,0.51,20.30,0.66,23.76,0.49,15.88,0.31
2460.90,16.79,0.16,44.03,0.37,60.20,0.46,95.09,0.70,97.51,0.72,5.35,0.32,13.98,0.51,18.66,0.59,25.46,0.54,15.10,0.30
2464.70,16.98,0.16,43.11,0.37,59.07,0.46,94.17,0.69,97.72,0.72,5.41,0.33,14.30,0.52,17.38,0.54,25.48,0.54,14.35,0.28
2468.50,16.78,0.16,42.06,0.36,57.74,0.44,92.13,0.68,94.46,0.70,5.51,0.34,14.52,0.53,17.37,0.54,23.59,0.49,14.52,0.28
2472.20,15.42,0.15,40.41,0.34,56.90,0.44,87.54,0.64,92.74,0.68,5.74,0.36,14.56,0.53,18.57,0.59,22.84,0.47,16.11,0.32
2476.00,14.81,0.14,36.75,0.31,57.68,0.44,85.62,0.62,94.92,0.70,5.63,0.35,14.37,0.53,19.64,0.63,23.47,0.49,17.44,0.35
2479.80,17.67,0.17,35.16,0.30,58.06,0.45,86.36,0.63,97.74,0.72,5.60,0.34,14.05,0.51,21.85,0.72,23.11,0.48,19.86,0.41
2483.60,21.60,0.21,35.59,0.30,61.05,0.47,84.57,0.61,96.63,0.71,5.95,0.38,14.26,0.52,21.82,0.72,23.66,0.49,21.56,0.45
2487.30,24.54,0.24,35.51,0.30,62.70,0.49,84.99,0.62,100.71,0.75,6.14,0.40,14.56,0.53,21.44,0.70,21.55,0.44,21.41,0.45
2491.10,24.44,0.24,37.61,0.32,63.61,0.49,87.74,0.64,97.69,0.72,5.70,0.35,15.59,0.58,20.76,0.68,21.26,0.43,19.99,0.42
2494.90,24.38,0.24,42.07,0.36,64.61,0.50,87.34,0.64,96.59,0.71,5.28,0.31,16.56,0.62,19.66,0.63,21.63,0.44,18.59,0.38
2498.70,24.48,0.24,45.24,0.38,66.54,0.52,86.45,0.63,98.77,0.73,5.29,0.31,16.80,0.63,19.06,0.61,22.50,0.46,17.82,0.36
2502.40,24.70,0.24,47.66,0.41,71.14,0.56,90.95,0.67,94.94,0.70,5.37,0.32,17.03,0.65,19.60,0.63,22.45,0.46,16.59,0.33
2506.20,25.89,0.25,50.82,0.43,73.94,0.58,88.89,0.65,87.46,0.64,5.36,0.32,16.74,0.63,21.29,0.70,22.75,0.47,15.63,0.31
2510.00,26.42,0.26,52.23,0.45,76.52,0.60,85.94,0.63,81.41,0.59,5.01,0.29,16.71,0.63,21.54,0.71,22.46,0.46,12.91,0.24
2513.80,26.57,0.26,51.66,0.44,73.86,0.58,84.59,0.61,80.20,0.58,5.03,0.29,16.40,0.62,20.57,0.67,23.42,0.49,12.40,0.23
2517.50,26.64,0.26,51.02,0.44,72.61,0.57,84.98,0.62,83.10,0.60,4.98,0.28,15.35,0.57,19.99,0.65,24.40,0.51,14.00,0.27
2521.30,26.44,0.26,53.94,0.46,73.25,0.57,89.96,0.66,84.99,0.62,4.81,0.27,14.69,0.54,18.78,0.60,23.67,0.49,15.20,0.30
2525.10,25.55,0.25,55.14,0.47,76.24,0.60,89.48,0.66,87.50,0.64,4.62,0.25,14.37,0.53,19.98,0.65,23.18,0.48,16.27,0.32
2528.90,24.04,0.23,56.85,0.49,78.08,0.61,85.82,0.62,90.01,0.66,4.88,0.27,13.84,0.50,21.25,0.70,23.21,0.48,15.72,0.31
2532.60,21.77,0.21,57.85,0.49,78.49,0.62,80.83,0.58,90.56,0.66,4.79,0.27,14.44,0.53,21.16,0.69,23.93,0.50,15.30,0.30
2536.40,18.76,0.18,56.81,0.49,79.98,0.63,82.11,0.59,86.07,0.63,4.97,0.28,15.42,0.57,21.14,0.69,23.57,0.49,15.68,0.31
2540.20,17.95,0.17,56.18,0.48,75.69,0.59,88.21,0.64,88.31,0.64,5.33,0.32,16.72,0.63,21.90,0.72,22.11,0.45,16.40,0.33
2544.00,17.45,0.17,54.98,0.47,72.35,0.57,94.92,0.70,91.32,0.67,5.39,0.32,17.81,0.68,22.02,0.73,22.02,0.45,16.24,0.32
2547.70,16.86,0.16,50.02,0.43,73.67,0.58,95.20,0.70,95.11,0.70,5.29,0.31,17.33,0.66,21.96,0.72,22.57,0.46,15.63,0.31
2551.50,16.57,0.16,49.61,0.42,69.24,0.54,91.51,0.67,100.65,0.75,5.09,0.30,17.26,0.66,21.20,0.69,23.16,0.48,15.66,0.31
2555.30,17.24,0.17,49.95,0.43,71.36,0.56,88.58,0.65,100.39,0.75,4.97,0.28,17.34,0.66,20.19,0.65,22.67,0.47,14.82,0.29
2559.10,17.67,0.17,50.25,0.43,73.40,0.58,83.59,0.61,103.21,0.77,4.96,0.28,15.70,0.59,19.57,0.63,22.35,0.46,15.11,0.30
2562.80,17.29,0.17,47.73,0.41,74.63,0.59,82.19,0.59,103.50,0.77,4.76,0.26,14.92,0.55,20.61,0.67,20.97,0.42,15.96,0.32
2566.60,17.58,0.17,48.88,0.42,75.52,0.59,82.46,0.60,98.43,0.73,4.56,0.24,14.49,0.53,22.81,0.76,19.75,0.39,15.47,0.30
2570.40,16.03,0.15,49.52,0.42,77.53,0.61,80.99,0.58,94.82,0.70,4.76,0.26,13.73,0.50,23.82,0.80,19.64,0.39,15.95,0.32
2574.10,15.22,0.15,48.70,0.41,77.12,0.61,79.29,0.57,93.74,0.69,4.81,0.27,13.35,0.48,22.70,0.75,20.63,0.41,16.76,0.34
2577.90,16.06,0.15,49.52,0.42,72.55,0.57,87.12,0.64,94.27,0.69,4.95,0.28,12.55,0.44,21.25,0.70,21.23,0.43,16.92,0.34
2581.70,16.67,0.16,47.65,0.41,69.68,0.54,93.42,0.69,96.83,0.72,4.70,0.26,12.36,0.43,20.68,0.67,21.82,0.44,17.16,0.35
2585.50,15.37,0.15,46.86,0.40,66.59,0.52,95.01,0.70,100.83,0.75,4.44,0.23,12.68,0.45,20.66,0.67,21.60,0.44,18.06,0.37
2589.20,13.75,0.13,45.66,0.39,65.68,0.51,90.22,0.66,106.28,0.79,4.57,0.25,12.48,0.44,20.40,0.66,20.39,0.41,18.60,0.38
2593.00,13.05,0.13,43.01,0.36,65.74,0.51,89.75,0.66,109.47,0.82,4.92,0.28,12.48,0.44,20.52,0.67,22.10,0.45,20.36,0.43
2596.80,14.11,0.14,42.33,0.36,65.50,0.51,95.18,0.70,105.59,0.79,5.01,0.29,12.60,0.45,20.65,0.67,27.00,0.58,20.54,0.43
2600.60,15.87,0.15,47.61,0.41,65.13,0.51,93.25,0.69,104.93,0.78,4.97,0.28,13.11,0.47,21.33,0.70,30.43,0.66,20.24,0.42
2604.30,16.79,0.16,48.59,0.41,66.57,0.52,95.37,0.70,99.92,0.74,4.91,0.28,13.88,0.50,21.46,0.70,29.92,0.65,18.87,0.39
2608.10,17.11,0.17,45.57,0.39,63.31,0.49,92.30,0.68,97.09,0.72,4.98,0.29,14.15,0.52,21.03,0.69,28.02,0.60,18.09,0.37
2611.90,14.50,0.14,47.50,0.40,62.76,0.49,88.21,0.64,91.58,0.67,4.66,0.25,14.48,0.53,21.48,0.70,26.36,0.56,18.44,0.38
2615.70,11.66,0.11,46.69,0.40,65.41,0.51,82.24,0.60,86.00,0.63,4.71,0.26,14.75,0.54,21.90,0.72,26.35,0.56,17.89,0.36
2619.40,9.33,0.09,45.71,0.39,63.03,0.49,76.51,0.55,86.09,0.63,5.12,0.30,15.14,0.56,22.58,0.75,25.35,0.53,17.80,0.36
2623.20,7.72,0.07,42.92,0.36,58.12,0.45,77.39,0.56,84.74,0.61,5.18,0.30,15.47,0.57,23.63,0.79,25.14,0.53,17.28,0.35
2627.00,6.95,0.07,45.71,0.39,57.61,0.44,78.71,0.57,85.51,0.62,5.28,0.31,14.92,0.55,25.84,0.88,26.47,0.56,18.53,0.38
2630.80,6.47,0.06,47.56,0.40,57.98,0.45,78.75,0.57,86.03,0.63,5.22,0.31,14.94,0.55,26.96,0.92,25.63,0.54,19.56,0.41
2634.50,6.77,0.06,46.34,0.39,57.35,0.44,78.09,0.56,84.13,0.61,5.04,0.29,15.36,0.57,26.84,0.92,24.98,0.52,20.57,0.43
2638.30,8.15,0.08,45.40,0.39,53.84,0.41,74.95,0.54,86.12,0.63,5.37,0.32,15.86,0.59,27.01,0.92,26.59,0.57,20.44,0.43
2642.10,8.54,0.08,43.04,0.37,52.07,0.40,77.63,0.56,85.30,0.62,5.34,0.32,15.74,0.59,26.13,0.89,27.57,0.59,19.92,0.41
2645.90,10.03,0.10,39.53,0.33,51.14,0.39,81.34,0.59,83.36,0.60,5.22,0.31,15.15,0.56,24.29,0.82,28.17,0.61,20.92,0.44
2649.60,12.22,0.12,35.79,0.30,49.10,0.37,84.57,0.61,81.99,0.59,5.47,0.33,16.57,0.62,22.60,0.75,30.66,0.67,21.32,0.45
2653.40,14.55,0.14,33.80,0.28,50.02,0.38,84.82,0.62,81.30,0.59,5.42,0.33,16.83,0.64,21.26,0.70,31.70,0.70,22.66,0.48
